BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
6572,Animals should definitely not wear clothing / written by Judi Barrett and drawn by Ron Barrett.,"Barrett, Judi",9780689205927,1970.,"Atheneum,","Animals Juvenile humor, American wit and humor Pictorial Juvenile fiction, Animals Caricatures and cartoons Juvenile fiction",jcbk,ncpic,NA,wal,2018-03-01T00:00:00.000,1
308808,"Annals of British and commonwealth air transport, 1919-1960.","Stroud, John",,[1962],"Putman,",Aeronautics Commercial Great Britain,arbk,caaero,NA,cen,2018-03-01T00:00:00.000,1
2498248,"Full committee hearing on Sarbanes-Oxley section 404 : will the SEC's and PCAOB's new standards lower compliance costs for small companies? / Committee on Small Business, United States House of Representatives.",United States. Congress. House. Committee on Small Business,"0160802342, 9780160802348",2007.,"U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,","Public Company Accounting Oversight Board Rules and practice, United States Securities and Exchange Commission Rules and practice, Corporations United States Accounting Standards, Auditing Internal United States, Disclosure in accounting Compliance costs United States, Small business United States",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
792077,The organ yearbook.,,,[between 1970-1979],"[Frits Knuf],",Organ Musical instrument Periodicals,acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2968852,Maisy goes to the movies / Lucy Cousins.,"Cousins, Lucy","0763669504, 0763672378, 9780763669508, 9780763672379",2014.,"Candlewick Press,","Maisy Fictitious character from Cousins Juvenile fiction, Motion pictures Juvenile fiction, Motion picture theaters Juvenile fiction",jcbk,ncpic,NA,wts,2018-03-01T00:00:00.000,1
3170311,Some enchanted evenings : the glittering life and times of Mary Martin / David Kaufman.,"Kaufman, David, 1951-","1250031753, 9781250031754",2016.,"St. Martin's Press,","Martin Mary 1913 1990, Singers United States Biography",acbk,cab,NA,cen,2018-03-01T00:00:00.000,2
2932603,No ordinary family / Ute Krause ; [translated by Nicholas Miller].,"Krause, Ute","0735841497, 9780735841499",[2013],"NorthSouth Books,","Stepfamilies Juvenile fiction, Children of divorced parents Juvenile fiction",jcbk,ncpic,NA,gwd,2018-03-01T00:00:00.000,1
3203964,Beneath the lion's gaze : a novel / Maaza Mengiste.,"Mengiste, Maaza","0393338886, 9780393338881",[2010],"W.W. Norton,","Physicians Fiction, Fathers and sons Fiction, Families Ethiopia Fiction, Ethiopia History Revolution 1974 Fiction, Addis Ababa Ethiopia Fiction, Historical fiction",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,1
2926132,The fresh bartender's guide to healthy parties and festive juicing / Jordan Maerin.,"Maerin, Jordan","0977485846, 9780977485840",©2009.,"Pure Energy Publishing,","Fruit juices, Parties, Cocktails, Kombucha tea",acbk,nanf,NA,swt,2018-03-01T00:00:00.000,1
3176062,La estirpe del silencio / Sandra Lorenzano.,"Lorenzano, Sandra","607072867X, 9786070728679",2015.,"Seix Barral,","Women Mexico Fiction, Sisters Fiction, Prostitution Fiction",acbk,naln,NA,lcy,2018-03-01T00:00:00.000,1
3299007,Fort-building time / by Megan Wagner Lloyd ; pictures by Abigail Halpin.,"Lloyd, Megan Wagner","0399556559, 0399556567, 9780399556555, 9780399556562",[2017],"Alfred A. Knopf,","Building Juvenile fiction, Seasons Juvenile fiction",jcbk,ncpic,NA,glk,2018-03-01T00:00:00.000,1
2556602,"My penguin Osbert in love / Elizabeth Cody Kimmel ; illustrated by H. B. ""Buck"" Lewis.","Kimmel, Elizabeth Cody","0763630322, 9780763630324",2009.,"Candlewick Press,","Penguins Juvenile fiction, Helicopters Juvenile fiction, Friendship Fiction, South Pole Juvenile fiction",jcbk,ncpic,NA,uni,2018-03-01T00:00:00.000,1
296022,"The official roster of Ohio soldiers in the war with Spain, 1898-1899 / compiled under the direction of Frank B. Willis, Governor, Charles Q. Hildebrant, Secretary of State, Benson W. Hough, the Adjutant-General. Published by authority of the General Assembly.",Ohio. Adjutant General's Department,,1916.,"[publisher not identified],",Spanish American War 1898 Regimental histories Ohio Militia,arbk,caref,NA,cen,2018-03-01T00:00:00.000,1
1797574,Amazing grace : a life of Beauford Delaney / David Leeming.,"Leeming, David Adams, 1937-",019509784X,1998.,"Oxford University Press,","Delaney Beauford 1901 1979, Painters United States Biography, African American painters Biography",acbk,naaanf,NA,dth,2018-03-01T00:00:00.000,1
3203894,Black Power 50 / edited by Sylviane A. Diouf and Komozi Woodward.,,"1620971488, 9781620971482",2016.,"The New Press,","Schomburg Center for Research in Black Culture Exhibitions, Black power United States History Exhibitions, African Americans History 1964 Exhibitions, United States Civilization African American influences Exhibitions",acbk,nanf,NA,rbe,2018-03-01T00:00:00.000,1
3006809,The VB6 cookbook : more than 350 recipes for healthy vegan meals all day and delicious flexitarian dinners at night / Mark Bittman ; photographs by Quentin Bacon.,"Bittman, Mark","0385344821, 9780385344821",c2014.,"Clarkson Potter/Publishers,","Vegan cooking, Cooking, Cookbooks",acbk,nanf,NA,gwd,2018-03-01T00:00:00.000,1
3156717,Hunters in the dark : a novel / Lawrence Osborne.,"Osborne, Lawrence, 1958-","0553447343, 9780553447347",[2016],"Hogarth,","Party of Democratic Kampuchea Fiction, Aliens Cambodia Fiction, Cambodia Fiction, Thrillers Fiction",acbk,nafic,NA,cap,2018-03-01T00:00:00.000,1
3114058,Francine Poulet meets the ghost raccoon / Kate DiCamillo ; illustrated by Chris Van Dusen.,"DiCamillo, Kate","0763668869, 9780763668860",2015.,"Candlewick Press,","Animal welfare Juvenile fiction, Dangerous animals Control Juvenile fiction, Raccoon Juvenile fiction, Fear Juvenile fiction, Animals Treatment Fiction",jcbk,ncef,NA,bea,2018-03-01T00:00:00.000,1
3229041,The 30-day ketogenic cleanse : reset your metabolism with 160 tasty whole food recipes & a guided meal plan / Maria Emmerich.,"Emmerich, Maria","1628601167, 9781628601169",2016.,"Victory Belt Publishing Inc.,","Ketogenic diet Popular works, Epilepsy Diet therapy",acbk,nanf,NA,bal,2018-03-01T00:00:00.000,1
747317,"Greene County, Alabama records / comp. by S.M. Marshall; ed. by Elizabeth Wood Thomas.","Marshall, Mary Grantham, 1889-",,[1960],"Willo,",Greene County Ala Genealogy Sources,arbk,caref,NA,cen,2018-03-01T00:00:00.000,1
2639408,"Knitting essentials. 1 / director/producer, Colin MacKenzie.",,0197339401,[2006],"Tradewind Knitwear Designs,","Knitting, Instructional films",acdvd,nadvdnf,Floating,gwd,2018-03-01T00:00:00.000,1
3207306,That's not a hippopotamus! / written by Juliette MacIver ; illustrated by Sarah Davis.,"MacIver, Juliette, 1972-","1927271967, 9781927271964",2016.,"Gecko Press,","Hippopotamus Juvenile fiction, Zoo animals Juvenile fiction, Stories in rhyme",jcbk,ncpic,NA,glk,2018-03-01T00:00:00.000,1
3338814,Today / Julie Morstad.,"Morstad, Julie","1927018684, 9781927018682",2016.,"Simply Read Books,","Children Juvenile fiction, Imagination Juvenile fiction, Picture books",jcbk,ncpic,NA,cap,2018-03-01T00:00:00.000,1
1882254,"The plays of Hrotswitha of Gandersheim / translated by Larissa Bonfante, with the collaboration of Alexandra Bonfante-Warren.","Hrotsvitha, approximately 935-approximately 975",086516178X,1986.,"Bolchazy-Carducci,","Hrotsvitha approximately 935 approximately 975 Translations into English, Christian drama Latin Medieval and modern Translations into English",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
850667,"Oceanography of the north Pacific ocean, Bering sea and Bering strait: a contribution toward a bibliography / compiled by Mary C. Grier ...","Grier, Mary Catharine, 1907-",,1941.,"The University of Washington,","Oceanography North Pacific Ocean Bibliography, Oceanography Bering Sea Bibliography, Oceanography Bering Strait Bibliography",arbk,cs7r,NA,cen,2018-03-01T00:00:00.000,1
2499944,We are now beginning our descent / James Meek.,"Meek, James, 1962-","184195988X, 1847671764, 9781841959887, 9781847671769",2008.,"Canongate ; Distributed by Publishers Group West,",War correspondents Fiction,acbk,nafic,NA,bal,2018-03-01T00:00:00.000,1
2708689,The year we left home / Jean Thompson.,"Thompson, Jean, 1950-","1439175888, 9781439175880",2011.,"Simon & Schuster,","Families United States Fiction, Brothers and sisters Fiction, National characteristics American Fiction, United States Social life and customs 20th century Fiction, Domestic fiction",acbk,nafic,NA,gwd,2018-03-01T00:00:00.000,1
2539299,"Cuentos para ayudar a tus hijos : 10 fábulas para divertir y educar / Roberta Verità ; traducción, Vanessa Góngora.","Verità, Roberta.","8497774418, 9788497774413",2008.,"Ediciones Obelisco,","Childrens literature Moral and ethical aspects, Fables",acbk,naln,NA,lcy,2018-03-01T00:00:00.000,1
3286690,Falcon wild / Terry Lynn Johnson.,"Johnson, Terry Lynn","1580897886, 9781580897884",[2017],"Charlesbridge,","Falconers Juvenile fiction, Gyrfalcon Juvenile fiction, Traffic accidents Juvenile fiction, Survival Juvenile fiction, Missing children Juvenile fiction, Trust Juvenile fiction, Falconry Fiction, Runaways Fiction, Montana Juvenile fiction",jcbk,ncfic,NA,wts,2018-03-01T00:00:00.000,1
3280338,16th seduction / James Patterson and Maxine Paetro.,"Patterson, James, 1947-","031655118X, 9780316551182",2017.,"Little, Brown and Company,","Womens Murder Club Imaginary organization Fiction, Policewomen California San Francisco Fiction, Trials Murder Fiction, Marital conflict Fiction, Murder Investigation Fiction, Large type books, San Francisco Calif Fiction, Thrillers Fiction, Detective and mystery fiction",acbk,nalpfic,Floating,net,2018-03-01T00:00:00.000,2
3137869,"Happy retirement : the psychology of reinvention / Kenneth S. Shultz, with Megan Kaye and Mike Annesley.","Shultz, Kenneth S.","1465438114, 9781465438119",2015.,"DK,","Retirement, Retirees Psychology",acbk,nanf,NA,net,2018-03-01T00:00:00.000,1
2743139,Prince Philip : the turbulent early life of the man who married Queen Elizabeth II / Philip Eade.,"Eade, Philip","0805095446, 9780805095449",2011.,"Henry Holt,","Philip Prince consort of Elizabeth II Queen of Great Britain 1921, Elizabeth II Queen of Great Britain 1926 Marriage, Princes Great Britain Biography",acbk,nab,NA,cap,2018-03-01T00:00:00.000,1
2940189,Dead man's time / Peter James.,"James, Peter, 1948-","1250030188, 9781250030184",2013.,"Minotaur Books,","Grace Roy Fictitious character Fiction, Police England Sussex Fiction, Sussex England Fiction, Suspense fiction, Mystery fiction",acbk,namys,Floating,bro,2018-03-01T00:00:00.000,1
2397702,Born on a blue day : inside the extraordinary mind of an autistic savant : a memoir / Daniel Tammet.,"Tammet, Daniel, 1979-","1416535071, 9781416535072",2007.,"Free Press,","Tammet Daniel 1979 Mental health, Autistic people England Biography, Savants Savant syndrome England Biography",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
3229086,Cancer hates tea : a unique preventive and therapeutic lifestyle change to help crush cancer / Maria Uspenski.,"Uspenski, Maria","1624143121, 9781624143120",2016.,"Page Street Publishing Co.,","Tea Health aspects, Tea Therapeutic use, Cancer Prevention, Cancer Treatment",acbk,nanf,NA,glk,2018-03-01T00:00:00.000,1
2762722,The girl who owned a city / by O.T. Nelson ; adapted by Dan Jolley ; illustrated by Joëlle Jones ; coloring by Jenn Manley Lee.,"Jolley, Dan","0761349030, 0761356347, 9780761349037, 9780761356349",[2012],"Graphic Universe,","Survival Comic books strips etc, Wilderness survival Comic books strips etc, Epidemics Comic books strips etc, Cartoons and comics, Science fiction comics, Graphic novels",jcbk,cycomic,NA,cen,2018-03-01T00:00:00.000,1
2686917,The boxcar children. The castle mystery / [created by Gertrude Chandler Warner] ; adapted by Shannon Eric Denton ; illustrated by Mike Dubisch.,"Warner, Gertrude Chandler, 1890-1979","0807510807, 9780807510803",[2010],"Albert Whitman & Co,","Boxcar children Fictitious characters Comic books strips etc, Orphans Comic books strips etc, Brothers and sisters Comic books strips etc, Castles Comic books strips etc, Cartoons and comics, Graphic novels, Mystery comic books strips etc",jcbk,nccomic,NA,mon,2018-03-01T00:00:00.000,1
580168,"""More more more"" said the baby : 3 love stories / Vera B. Williams.","Williams, Vera B.","0688091733, 0688091741",[1990],"Greenwillow Books,","Babies Fiction, Parent and child Juvenile fiction",jcbk,ncpic,NA,lcy,2018-03-01T00:00:00.000,2
3103750,Art since 1960 / Michael Archer.,"Archer, Michael, 1954-","0500204241, 9780500204245",2014.,"Thames & Hudson,","Art Modern 20th century, Art Modern 20th century History",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
2903118,Dinosaurs / written and edited by Sarah Walker and Samantha Gray.,"Walker, Sarah","146540905X, 9781465409058",2013.,"DK Publishing,",Dinosaurs Juvenile literature,jcbk,ncnf,NA,gwd,2018-03-01T00:00:00.000,1
3068747,"Keep on keepin' on / an Absolute Clay production ; produced by Quincy Jones, Paula DuPré Pesmen ; written by Alan Hicks, Davis Coombe ; directed by Alan Hicks.",,,[2015],"Anchor Bay Entertainment,","Terry Clark, Kauflin Justin, Trumpet players United States, Jazz musicians United States, Pianists United States, Documentary films, Feature films, Nonfiction films, Video recordings for the hearing impaired",acdvd,nadvdnf,Floating,wts,2018-03-01T00:00:00.000,1
3097412,The book of the unnamed midwife / Meg Elison.,"Elison, Meg","1495116360, 9781495116360",[2014],"Sybaritic Press,","Dystopias Fiction, Women Fiction, Midwives Fiction, Dystopian fiction",acbk,nafic,NA,bal,2018-03-01T00:00:00.000,1
2547764,Amazing magic tricks : master level / by Norm Barnhart.,"Barnhart, Norm","1429619449, 9781429619448",[2009],"Capstone Press,",Magic tricks Juvenile literature,jcbk,ncnf,NA,swt,2018-03-01T00:00:00.000,1
3193092,The Knick. The complete second season / Cinemax ; directed by Steven Soderbergh.,,,[2016],"Home Box Office,","Hospitals Finance Drama, Hospitals Medical staff Drama, Hospitals Employees Drama, Surgeons Drama, New York N Y History 19th century Drama, Television series, Medical television programs, Fiction television programs, Historical television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,nga,2018-03-01T00:00:00.000,2
2980113,Otis Dooda : downright dangerous / by Ellen Potter ; illustrations by David Heatley.,"Potter, Ellen, 1963-","1250011779, 9781250011770",2014.,"Feiwel and Friends,","Apartment houses Juvenile fiction, Extraterrestrial beings Juvenile fiction",jcbk,ccfic,NA,cen,2018-03-01T00:00:00.000,1
3280706,Any dream will do : a novel / Debbie Macomber.,"Macomber, Debbie","1524781142, 9781524781149",[2017],"Random House Large Print,","Dysfunctional families Drama, Women ex convicts Drama, Clergy Drama, Large type books, Romance fiction",acbk,nalpfic,Floating,nga,2018-03-01T00:00:00.000,1
2967378,Jinx of the loser / written and illustrated by H.N. Kowitt.,"Kowitt, Holly.","0545507944, 9780545507943",[2013],"Scholastic Press,","Losers Juvenile fiction, Schools Juvenile fiction, Comic books and children Juvenile fiction",jcbk,ncfic,NA,uni,2018-03-01T00:00:00.000,1
3054563,"Yi dian ye bu shuo lei de mu zhi po po / wen, Genli Muzi ; tu, Zhonggu Qiandaizi ; yi, Lin Jiayu.","Watari, Mutsuko","9789865925512, 9865925516",2014.,"Da yin wen hua shi ye gu fen you xian gong si,","Picture books for children, Chinese language materials",jcbk,ncln,NA,lcy,2018-03-01T00:00:00.000,1
3125340,"Playing with surface design : modern techniques for painting, stamping, printing, and more / Courtney Cerruti ; with photography by Liz Daly.","Cerruti, Courtney","1631590367, 9781631590368",[2015],"Quarry Books,","Painting Technique, Printing Technique, Handicraft, Decoration and ornament",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
3309929,"Divided we stand : Watertown, Massachusetts, 1630-1680 / Roger Thompson.","Thompson, Roger, 1933-","1558493042, 9781558493049",[2001],"University of Massachusetts Press,","Frontier and pioneer life Massachusetts Watertown, Watertown Mass History 17th century, Watertown Mass Politics and government 17th century, Watertown Mass Social conditions 17th century",arbk,cagr,NA,cen,2018-03-01T00:00:00.000,1
3141200,You wouldn't want to live without money! / written by Alex Woolf ; illustrated by David Antram.,"Woolf, Alex, 1964-","0531219267, 0531220508, 9780531219263, 9780531220504",[2016].,"Franklin Watts, An Imprint of Scholastic Inc.,",Money Juvenile literature,jcbk,ncnf,NA,fre,2018-03-01T00:00:00.000,1
3130382,Angelina's Cinderella / by Katharine Holabird ; illustrations by Helen Craig.,"Holabird, Katharine","0451473590, 9780451473592",[2015].,"Viking, published by Penguin Group,","Angelina Ballerina Fictitious character Juvenile fiction, Ballet dancing Juvenile fiction, Voyages and travels Juvenile fiction, Homesickness Juvenile fiction, Mice Juvenile fiction",jcbk,ncpic,NA,glk,2018-03-01T00:00:00.000,1
2614089,"Tegami bachi : Letter Bee. Volume 1, Letter and Letter Bee / story and art by Hiroyuki Asada ; [English adaptation, Rich Amtower ; translation, JN Productions ; touch-up and lettering, Annaliese Christman].","Asada, Hiroyuki, 1968-","1421529130, 9781421529134",[2009],"Viz Media,","Graphic novels, Fantasy comics",acbk,nycomic,NA,glk,2018-03-01T00:00:00.000,1
2982778,Strange sweet song / Adi Rule.,"Rule, Adi","125003633X, 1250048168, 9781250036339, 9781250048165",2014.,"St. Martin's Griffin,","Singers Juvenile fiction, Conservatories of music Juvenile fiction, Monsters Juvenile fiction, Young adult fiction",acbk,nyfic,NA,lcy,2018-03-01T00:00:00.000,1
2884138,ER. The complete third season / Constant C Productions ; Amblin Television ; Warner Bros. Television.,,"0780667638, 9780780667631",2011.,"Warner Home Video,","Emergency physicians Illinois Chicago Drama, Hospitals Emergency services Illinois Chicago Drama, Physician and patient Illinois Chicago Drama, Medical students Illinois Chicago Drama, Man woman relationships Illinois Chicago Drama, Television series, Medical television programs, Fiction television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,qna,2018-03-01T00:00:00.000,1
318406,"The Netherlands; a study of some aspects of art, costume and social life.","Sitwell, Sacheverell, 1897-1988",,[1952],"Batsford,","Netherlands Social life and customs, Netherlands Description and travel",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
3184161,The Hemingway thief / by Shaun Harris.,"Harris, Shaun, 1980-","163388175X, 9781633881754",2016.,"Seventh Street Books,","Hemingway Ernest 1899 1961 Manuscripts Fiction, Lost articles Fiction, Mystery fiction, Thrillers Fiction",acbk,nafic,NA,mag,2018-03-01T00:00:00.000,1
2859238,Frog song / Brenda Z. Guiberson ; illustrated by Gennady Spirin.,"Guiberson, Brenda Z.","0805092544, 9780805092547",2013.,"Henry Holt and Company,","Frogs Behavior Juvenile literature, Frogs Vocalization Juvenile literature, Frogs Juvenile literature, Animal sounds",jcbk,ncenf,NA,rbe,2018-03-01T00:00:00.000,1
2973671,"Young James Herriot / Shed Media Scotland for BBC Scotland ; Creative Scotland ; written by Ann McManus, Eileen Gallagher and Damian Wayling ; directed by Michael Keillor ; produced by Alan J. Wands.",,"1598288105, 9781598288100",[2012],"Acorn,","Herriot James Drama, Veterinary students Scotland Drama, Veterinarians Drama, Television mini series, Biographical television programs, Historical television programs, Fiction television programs, Video recordings for the hearing impaired",acdvd,nadvd,Floating,dth,2018-03-01T00:00:00.000,1
2904736,The eye of the whale : a rescue story / Jennifer O'Connell.,"O'Connell, Jennifer, 1956-","0884483355, 9780884483359",2013.,"Tilbury House, Publishers,","Humpback whale California San Francisco Juvenile literature, Wildlife rescue California San Francisco Juvenile literature, Humpback whale Juvenile literature, Wildlife rescue Juvenile literature",jcbk,ncenf,NA,cap,2018-03-01T00:00:00.000,1
3047275,H is for Hawk / Helen Macdonald.,"Macdonald, Helen, 1970-","0802123414, 9780802123411",2014.,"Grove Press,","Macdonald Helen 1970, White T H Terence Hanbury 1906 1964, Hawks, Grief, Spirituality",acbk,nanf,NA,wts,2018-03-01T00:00:00.000,1
2600306,Gossip girl. The complete second season / Warner Bros. Television ; produced by Amy J. Kaufman.,,"1419879022, 9781419879029",[2009],"Warner Home Video,","High school seniors Drama, Blogs New York State New York Drama, Friendship New York State New York Drama, College applications Drama, Man woman relationships New York State New York Drama, Video recordings for the hearing impaired, Fiction television programs, Television series",acdvd,nadvd,Floating,uni,2018-03-01T00:00:00.000,1
3299007,Fort-building time / by Megan Wagner Lloyd ; pictures by Abigail Halpin.,"Lloyd, Megan Wagner","0399556559, 0399556567, 9780399556555, 9780399556562",[2017],"Alfred A. Knopf,","Building Juvenile fiction, Seasons Juvenile fiction",jcbk,ncnew,NA,net,2018-03-01T00:00:00.000,1
1398478,The new tattoo / Victoria Lautman ; photographs by Vicki Berndt.,"Lautman, Victoria",1558597859,[1994],"Abbeville Press,",Tattooing,arbk,cs7ro,NA,cen,2018-03-01T00:00:00.000,1
2562684,Dump 'em : how to break up with anyone from your best friend to your hairdresser / Jodyne Speyer ; with illustrations by Julie Bossinger.,"Speyer, Jodyne","0061646628, 9780061646621",[2009],"Collins Living,","Separation Psychology Humor, Interpersonal relations Humor",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
3272171,Ramona the pest / Beverly Cleary ; illustrated by Jacqueline Rogers.,"Cleary, Beverly","0380709546, 9780380709540, 9780688217211",2013.,"Harper,","Quimby Ramona Fictitious character Juvenile fiction, Kindergarten Juvenile fiction, Schools Juvenile fiction, Childrens stories",jcbk,ncfic,NA,fre,2018-03-01T00:00:00.000,1
3330528,Tiny and the big dig / by Sherri Duskey Rinker ; illustrated by Matt Myers.,"Rinker, Sherri Duskey","0545904293, 9780545904292",2018.,"Scholastic Press,","Dogs Juvenile fiction, Determination Personality trait Juvenile literature, Fossils Juvenile literature, Stories in rhyme, Stories in rhyme, Dogs Fiction, Size Fiction, Determination Personality trait Fiction, Bones Fiction, Picture books, Stories in rhyme",jcbk,ncpic,NA,col,2018-03-01T00:00:00.000,1
2114473,Zhang kou wu ji jian kang fa : ru he an xin xiang shou mei shi / Li Jiaxiong.,"Li, Jiaxiong",9576796334,1999.,"Fang zhi chu ban she,",Health promotion,acbk,caln,NA,cen,2018-03-01T00:00:00.000,1
338981,Verse.,"Updike, John",,1965.,"Fawcett,",,acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
3077182,Thus were their faces : stories / Silvina Ocampo ; translated from the Spanish by Daniel Balderston ; introduction by Helen Oyeyemi ; preface by Jorge Luis Borges.,"Ocampo, Silvina","1590177673, 9781590177679",2015.,"New York Review Books,",Short stories,acbk,nafic,NA,dth,2018-03-01T00:00:00.000,1
2935929,"Airline : identity, design and culture / written and designed by Keith Lovegrove.","Lovegrove, Keith","1780673167, 9781780673165",2013.,"Laurence King,","Air travel Miscellanea, Airlines Miscellanea",acbk,canf,NA,cen,2018-03-01T00:00:00.000,2
260093,Balzac / by Émile Faguet.,"Faguet, Émile, 1847-1916",,1914.,"Houghton Mifflin Co.,",Balzac Honor‚ de 1799 1850,acbk,cab,NA,cen,2018-03-01T00:00:00.000,1
3083244,Purple America : a novel / Rick Moody.,"Moody, Rick","0316559776, 0316579254, 9780316559775, 9780316579254",1998.,"Little Brown,","Mothers and sons Fiction, Care of the sick Fiction, Caregivers Fiction, Paraplegics Fiction, Families Fiction",acbk,cafic,NA,cen,2018-03-01T00:00:00.000,2
2901584,Care homes are murder / Mike Befeler.,"Befeler, Mike","1432826921, 9781432826925",2013.,"Five Star, A part of Gale, Cengage Learning,","Retirees Fiction, Retirement communities Fiction, Murder Investigation Fiction, Mystery fiction, Humorous fiction",acbk,namys,Floating,swt,2018-03-01T00:00:00.000,1
2072960,"Racial distribution : distribution and change among pupils and employees of the Seattle Public Schools, Seattle, Washington, 1957 to 1966 / compiled by Research Office.",Seattle Public Schools. Research Office.,,[1966],"The Office,","Seattle Public Schools Statistics, Public schools Washington State Seattle Statistics, Minorities Education Washington State Seattle Statistics, School census Washington State Seattle",arbk,naaar,NA,dth,2018-03-01T00:00:00.000,1
636337,"A directory of Seattle's public art : a comprehensive listing of 256 public art sites throughout the city, with map and index / [Steven Huss, editor (Seattle Arts Commission)].",Seattle Arts Commission (1971-2002),,[1992],"[The Commission],","Public art Washington State Seattle Directories, Public sculpture Washington State Seattle Directories, Art Municipal Washington State Seattle Directories",arbk,cs8r,NA,cen,2018-03-01T00:00:00.000,1
2900857,Love from London / Robyn Hitchcock.,"Hitchcock, Robyn",,[2013],"Yep Roc Records,","Popular music 2011 2020, Rock music 2011 2020",accd,nacd,Floating,swt,2018-03-01T00:00:00.000,1
122765,"Poetry by American women, 1900-1975 : a bibliography / by Joan Reardon and Kristine A. Thorsen.","Reardon, Joan, 1930-",0810811731,1979.,"Scarecrow Press,","American poetry Women authors Bibliography, Women and literature United States Bibliography, American poetry 20th century Bibliography",arbk,cs8r,NA,cen,2018-03-01T00:00:00.000,1
3214939,Awkward : the science of why we're socially awkward and why that's awesome / Ty Tashiro.,"Tashiro, Ty","0062429159, 9780062429155",[2017],"William Morrow, an imprint of HarperCollinsPublishers,","Social interaction, Social skills, Interpersonal relations",acbk,nanf,NA,glk,2018-03-01T00:00:00.000,1
413444,"Robert Burns, an illustrated biography / Ian Grimble.","Grimble, Ian",087226095X,1986.,"P. Bedrick Books,","Burns Robert 1759 1796, Biographies, Poets Scottish 18th century Biography",acbk,caover,NA,cen,2018-03-01T00:00:00.000,1
2164545,The salt eaters / by Toni Cade Bambara.,"Bambara, Toni Cade",9780679740766,1992.,"Vintage Books,","African American women Fiction, Georgia Fiction, Domestic fiction",acbk,nafic,NA,col,2018-03-01T00:00:00.000,1
3218877,Plays live highlights / Peter Gabriel.,"Gabriel, Peter, 1950-",,[2010],"Real World,",Rock music 1981 1990,accd,nacd,Floating,dth,2018-03-01T00:00:00.000,1
2496876,Sea change : poems / Jorie Graham.,"Graham, Jorie, 1950-","0061537179, 9780061537172",[2008],"Ecco,",Ecology Poetry,acbk,nanf,NA,cap,2018-03-01T00:00:00.000,1
2243796,Flannery O'Connor and the Christ-haunted South / Ralph C. Wood.,"Wood, Ralph C.",0802821170,[2004],"William B. Eerdmans Pub.,","OConnor Flannery Criticism and interpretation, OConnor Flannery Religion, Christianity and literature Southern States History 20th century, Christian fiction American History and criticism, Catholics Southern States Intellectual life, Southern States In literature, Southern States Religion",acbk,canf,NA,cen,2018-03-01T00:00:00.000,1
2317837,"Hanukkah, Shmanukkah! / by Esmé Raji Codell ; illustrated by LeUyen Pham.","Codell, Esmé Raji, 1968-","0786851791, 9780786851799",2005.,"Hyperion Books for Children,","Hanukkah stories, Jews New York State New York Fiction, Memory Juvenile fiction, Sweatshops Juvenile fiction",jcbk,nchol,NA,nga,2018-03-01T00:00:00.000,1
3281860,"Machine, platform, crowd : harnessing our digital future / Andrew McAfee & Erik Brynjolfsson.","McAfee, Andrew","0393254291, 9780393254297",[2017],"W.W. Norton & Company,","Information technology Economic aspects, Information technology Social aspects, Economic development Technological innovations",acbk,nanew,NA,hip,2018-03-01T00:00:00.000,1
3263202,The Bonaventure adventures / Rachelle Delaney.,"Delaney, Rachelle","0143198505, 9780143198505",2017.,"Puffin, an imprint of Penguin Canada Books Inc., a Penguin Random House Company,","Acrobats and acrobatics Juvenile fiction, Circus Juvenile fiction, Schools Juvenile fiction, Acrobats and acrobatics Fiction",jcbk,ccfic,NA,cen,2018-03-01T00:00:00.000,1
3225589,War with Russia : an urgent warning from senior military command / General Sir Richard Shirreff.,"Shirreff, Richard, 1955-","1681441381, 9781681441382",2016.,"Quercus,","Imaginary wars and battles Fiction, Russia Federation Foreign relations Fiction, Action and adventure fiction, War fiction",acbk,nafic,NA,bal,2018-03-01T00:00:00.000,1
2851782,Coal to diamonds : a memoir / Beth Ditto ; with Michelle Tea.,"Ditto, Beth","0385525915, 9780385525916",[2012],"Spiegel & Grau,","Ditto Beth, Punk rock musicians United States Biography, Lesbian musicians United States Biography",acbk,nanf,NA,swt,2018-03-01T00:00:00.000,1
3081642,"The looting machine : warlords, oligarchs, corporations, smugglers, and the theft of Africa's wealth / Tom Burgis.","Burgis, Tom","1610394399, 9781610394390",2015.,"Public Affairs,","Mineral industries Africa, Mines and mineral resources Africa, Africa Economic conditions, Africa Foreign economic relations",acbk,nanf,NA,dth,2018-03-01T00:00:00.000,1
